commit_id,experiment_id,experiment_title,order_index,type_name,description,parameter_data,snapshot_id,annotator_name,url
cb084e40-de1d-427c-8d59-4bcdb74b14dd,82e38f0d-8e8e-43e2-aa5e-797895b80de2,test-refactoring-1,2,Non-Refactoring,,"{'after': {'added codes': {'type': 'CodeFragment', 'state': 'None', 'elements': [], 'multiple': True}}, 'before': {'removed codes': {'type': 'CodeFragment', 'state': 'None', 'elements': [], 'multiple': True}}}",847e2d0b-0179-432c-8e8e-d2c67fa79643,test-refactoring,https://github.com/commercetools/commercetools-jvm-sdk/commit/75169ab164e4fadbf9f6bdc40efb1e37277d31d0
6f799517-2432-4eb5-a94e-37013dc84d2f,82e38f0d-8e8e-43e2-aa5e-797895b80de2,test-refactoring-1,12,Non-Refactoring,,"{'after': {'added codes': {'type': 'CodeFragment', 'state': 'None', 'elements': [], 'multiple': True}}, 'before': {'removed codes': {'type': 'CodeFragment', 'state': 'None', 'elements': [], 'multiple': True}}}",daeb51cc-12ee-4e4a-8c94-dfae1f2fceb3,test-refactoring,https://github.com/PixelExperience/frameworks_base/commit/11ac7831e3ad143a2337953487b69f5a78988dc6
855cd40d-8593-412d-aea1-41d108adf811,bf2f3847-4792-4b4e-8edf-7cf124179f64,test-refactoring-2,12,Add explanation message,,"{'after': {'method': {'type': 'MethodDeclaration', 'state': 'None', 'elements': [], 'multiple': True}, 'invocation': {'type': 'MethodInvocation', 'state': 'Manual', 'elements': [{'type': 'MethodInvocation', 'location': {'path': 'tmf/org.eclipse.tracecompass.tmf.ui.tests/src/org/eclipse/tracecompass/tmf/ui/tests/markers/ConfigurableMarkerEventSourceTest.java', 'range': {'endLine': 268, 'endColumn': 56, 'startLine': 268, 'startColumn': 9}}, 'className': 'org.eclipse.tracecompass.tmf.ui.tests.markers.ConfigurableMarkerEventSourceTest', 'methodName': 'validateMarker'}, {'type': 'MethodInvocation', 'location': {'path': 'tmf/org.eclipse.tracecompass.tmf.ui.tests/src/org/eclipse/tracecompass/tmf/ui/tests/markers/ConfigurableMarkerEventSourceTest.java', 'range': {'endLine': 269, 'endColumn': 64, 'startLine': 269, 'startColumn': 9}}, 'className': 'org.eclipse.tracecompass.tmf.ui.tests.markers.ConfigurableMarkerEventSourceTest', 'methodName': 'validateMarker'}, {'type': 'MethodInvocation', 'location': {'path': 'tmf/org.eclipse.tracecompass.tmf.ui.tests/src/org/eclipse/tracecompass/tmf/ui/tests/markers/ConfigurableMarkerEventSourceTest.java', 'range': {'endLine': 270, 'endColumn': 64, 'startLine': 270, 'startColumn': 9}}, 'className': 'org.eclipse.tracecompass.tmf.ui.tests.markers.ConfigurableMarkerEventSourceTest', 'methodName': 'validateMarker'}, {'type': 'MethodInvocation', 'location': {'path': 'tmf/org.eclipse.tracecompass.tmf.ui.tests/src/org/eclipse/tracecompass/tmf/ui/tests/markers/ConfigurableMarkerEventSourceTest.java', 'range': {'endLine': 271, 'endColumn': 58, 'startLine': 271, 'startColumn': 9}}, 'className': 'org.eclipse.tracecompass.tmf.ui.tests.markers.ConfigurableMarkerEventSourceTest', 'methodName': 'validateMarker'}, {'type': 'MethodInvocation', 'location': {'path': 'tmf/org.eclipse.tracecompass.tmf.ui.tests/src/org/eclipse/tracecompass/tmf/ui/tests/markers/ConfigurableMarkerEventSourceTest.java', 'range': {'endLine': 272, 'endColumn': 58, 'startLine': 272, 'startColumn': 9}}, 'className': 'org.eclipse.tracecompass.tmf.ui.tests.markers.ConfigurableMarkerEventSourceTest', 'methodName': 'validateMarker'}, {'type': 'MethodInvocation', 'location': {'path': 'tmf/org.eclipse.tracecompass.tmf.ui.tests/src/org/eclipse/tracecompass/tmf/ui/tests/markers/ConfigurableMarkerEventSourceTest.java', 'range': {'endLine': 273, 'endColumn': 62, 'startLine': 273, 'startColumn': 9}}, 'className': 'org.eclipse.tracecompass.tmf.ui.tests.markers.ConfigurableMarkerEventSourceTest', 'methodName': 'validateMarker'}], 'multiple': True}, 'code fragment': {'type': 'CodeFragment', 'state': 'None', 'elements': [], 'multiple': True}}, 'before': {'method': {'type': 'MethodDeclaration', 'state': 'None', 'elements': [], 'multiple': True}, 'invocation': {'type': 'MethodInvocation', 'state': 'Manual', 'elements': [{'type': 'MethodInvocation', 'location': {'path': 'tmf/org.eclipse.tracecompass.tmf.ui.tests/src/org/eclipse/tracecompass/tmf/ui/tests/markers/ConfigurableMarkerEventSourceTest.java', 'range': {'endLine': 267, 'endColumn': 44, 'startLine': 267, 'startColumn': 9}}, 'className': 'org.eclipse.tracecompass.tmf.ui.tests.markers.ConfigurableMarkerEventSourceTest', 'methodName': 'validateMarker'}, {'type': 'MethodInvocation', 'location': {'path': 'tmf/org.eclipse.tracecompass.tmf.ui.tests/src/org/eclipse/tracecompass/tmf/ui/tests/markers/ConfigurableMarkerEventSourceTest.java', 'range': {'endLine': 268, 'endColumn': 52, 'startLine': 268, 'startColumn': 9}}, 'className': 'org.eclipse.tracecompass.tmf.ui.tests.markers.ConfigurableMarkerEventSourceTest', 'methodName': 'validateMarker'}, {'type': 'MethodInvocation', 'location': {'path': 'tmf/org.eclipse.tracecompass.tmf.ui.tests/src/org/eclipse/tracecompass/tmf/ui/tests/markers/ConfigurableMarkerEventSourceTest.java', 'range': {'endLine': 269, 'endColumn': 52, 'startLine': 269, 'startColumn': 9}}, 'className': 'org.eclipse.tracecompass.tmf.ui.tests.markers.ConfigurableMarkerEventSourceTest', 'methodName': 'validateMarker'}, {'type': 'MethodInvocation', 'location': {'path': 'tmf/org.eclipse.tracecompass.tmf.ui.tests/src/org/eclipse/tracecompass/tmf/ui/tests/markers/ConfigurableMarkerEventSourceTest.java', 'range': {'endLine': 270, 'endColumn': 46, 'startLine': 270, 'startColumn': 9}}, 'className': 'org.eclipse.tracecompass.tmf.ui.tests.markers.ConfigurableMarkerEventSourceTest', 'methodName': 'validateMarker'}, {'type': 'MethodInvocation', 'location': {'path': 'tmf/org.eclipse.tracecompass.tmf.ui.tests/src/org/eclipse/tracecompass/tmf/ui/tests/markers/ConfigurableMarkerEventSourceTest.java', 'range': {'endLine': 271, 'endColumn': 46, 'startLine': 271, 'startColumn': 9}}, 'className': 'org.eclipse.tracecompass.tmf.ui.tests.markers.ConfigurableMarkerEventSourceTest', 'methodName': 'validateMarker'}, {'type': 'MethodInvocation', 'location': {'path': 'tmf/org.eclipse.tracecompass.tmf.ui.tests/src/org/eclipse/tracecompass/tmf/ui/tests/markers/ConfigurableMarkerEventSourceTest.java', 'range': {'endLine': 272, 'endColumn': 50, 'startLine': 272, 'startColumn': 9}}, 'className': 'org.eclipse.tracecompass.tmf.ui.tests.markers.ConfigurableMarkerEventSourceTest', 'methodName': 'validateMarker'}], 'multiple': True}, 'code fragment': {'type': 'CodeFragment', 'state': 'None', 'elements': [], 'multiple': True}}}",28edb2ea-3a71-481b-a4af-4f3caf8fb7fa,test-refactoring,https://github.com/tracecompass/tracecompass/commit/1d1befc592e6657ebc51d71380f49e7e9657cdfc
a7de3266-c022-42be-bf45-709cc32fa7d3,bf2f3847-4792-4b4e-8edf-7cf124179f64,test-refactoring-2,23,Prebuilt Fixture,,"{'after': {'method': {'type': 'MethodDeclaration', 'state': 'Manual', 'elements': [{'name': 'data', 'type': 'MethodDeclaration', 'location': {'path': 'tests/test.integration.ui/src/main/java/org/apache/directory/studio/test/integration/ui/ValueEditorTest.java', 'range': {'endLine': 260, 'endColumn': 5, 'startLine': 80, 'startColumn': 5}}, 'className': 'org.apache.directory.studio.test.integration.ui.ValueEditorTest'}], 'multiple': True}, 'invocation': {'type': 'MethodInvocation', 'state': 'Manual', 'elements': [], 'multiple': True}, 'code fragment': {'type': 'CodeFragment', 'state': 'Manual', 'elements': [{'type': 'CodeFragment', 'location': {'path': 'tests/test.integration.ui/src/main/java/org/apache/directory/studio/test/integration/ui/ValueEditorTest.java', 'range': {'endLine': 77, 'endColumn': 63, 'startLine': 62, 'startColumn': 1}}, 'className': None, 'methodName': None}], 'multiple': True}}, 'before': {'method': {'type': 'MethodDeclaration', 'state': 'Manual', 'elements': [{'name': 'data', 'type': 'MethodDeclaration', 'location': {'path': 'tests/test.integration.ui/src/main/java/org/apache/directory/studio/test/integration/ui/ValueEditorTest.java', 'range': {'endLine': 265, 'endColumn': 5, 'startLine': 62, 'startColumn': 5}}, 'className': 'org.apache.directory.studio.test.integration.ui.ValueEditorTest'}], 'multiple': True}, 'invocation': {'type': 'MethodInvocation', 'state': 'None', 'elements': [], 'multiple': True}, 'code fragment': {'type': 'CodeFragment', 'state': 'None', 'elements': [], 'multiple': True}}}",95b5218f-8b88-45a9-89ee-8eeda42608dd,test-refactoring,https://github.com/apache/directory-studio/commit/a1deb8718f10388bebb5fd42f47e58c4ef4d2b8c
2ec404bf-21c7-42b4-933e-4dccde2ecc39,82e38f0d-8e8e-43e2-aa5e-797895b80de2,test-refactoring-1,5,Non-Refactoring,,"{'after': {'added codes': {'type': 'CodeFragment', 'state': 'None', 'elements': [], 'multiple': True}}, 'before': {'removed codes': {'type': 'CodeFragment', 'state': 'None', 'elements': [], 'multiple': True}}}",cb535159-2878-4a70-afa5-9f0be66d7939,test-refactoring,https://github.com/blackducksoftware/detect/commit/4778293dc9aa6b748ef2307d721a81766a2f0c99
858bf9f7-0519-43a8-84ce-d481f6994e71,82e38f0d-8e8e-43e2-aa5e-797895b80de2,test-refactoring-1,55,Non-Refactoring,,"{'after': {'added codes': {'type': 'CodeFragment', 'state': 'None', 'elements': [], 'multiple': True}}, 'before': {'removed codes': {'type': 'CodeFragment', 'state': 'None', 'elements': [], 'multiple': True}}}",8849b6f5-0511-46e2-a94c-a7e57eeaa268,test-refactoring,https://github.com/ibi-group/datatools-server/commit/0751bdf37da809e1f9ade79dafbe1042d3e0ee2f
d868df23-5660-4f06-8c57-c73aa1b11c23,82e38f0d-8e8e-43e2-aa5e-797895b80de2,test-refactoring-1,68,Non-Refactoring,,"{'after': {'added codes': {'type': 'CodeFragment', 'state': 'None', 'elements': [], 'multiple': True}}, 'before': {'removed codes': {'type': 'CodeFragment', 'state': 'None', 'elements': [], 'multiple': True}}}",9e908447-3834-44f2-80ce-4bfbe9fa2f92,test-refactoring,https://github.com/TeamNewPipe/NewPipe/commit/08949ee3475994cb32881651aec78614fa69e992
6fe7425c-7cdf-4231-ae56-2026b492af78,bf2f3847-4792-4b4e-8edf-7cf124179f64,test-refactoring-2,0,Non-Refactoring,,"{'after': {'added codes': {'type': 'CodeFragment', 'state': 'None', 'elements': [], 'multiple': True}}, 'before': {'removed codes': {'type': 'CodeFragment', 'state': 'None', 'elements': [], 'multiple': True}}}",1acff8cb-c821-41a7-be73-84bc88352e7b,test-refactoring,https://github.com/Tencent/TencentKona-11/commit/832d68597ec6af94bc870a22410d1be95eb2bfa5
dfefe22a-6994-400e-9c86-27c665681c12,bf2f3847-4792-4b4e-8edf-7cf124179f64,test-refactoring-2,1,Non-Refactoring,,"{'after': {'added codes': {'type': 'CodeFragment', 'state': 'None', 'elements': [], 'multiple': True}}, 'before': {'removed codes': {'type': 'CodeFragment', 'state': 'None', 'elements': [], 'multiple': True}}}",811f3e81-ba68-4bb9-aa6a-5b88ce686ea1,test-refactoring,https://github.com/Alluxio/alluxio/commit/3f6b9431056c4bcdb8923670b102968fc6ce6950
26d8ac66-9c3f-4273-8f31-986e5ab4a9db,82e38f0d-8e8e-43e2-aa5e-797895b80de2,test-refactoring-1,0,Replace try/catch with asserThrows,,"{'after': {'method': {'type': 'MethodDeclaration', 'state': 'None', 'elements': [], 'multiple': True}, 'invocation': {'type': 'MethodInvocation', 'state': 'None', 'elements': [], 'multiple': True}, 'code fragment': {'type': 'CodeFragment', 'state': 'Manual', 'elements': [{'type': 'CodeFragment', 'location': {'path': 'jspwiki-main/src/test/java/org/apache/wiki/workflow/WorkflowManagerTest.java', 'range': {'endLine': 98, 'endColumn': 0, 'startLine': 97, 'startColumn': 1}}, 'className': 'org.apache.wiki.workflow.WorkflowManagerTest', 'methodName': 'testGetApprover'}], 'multiple': True}}, 'before': {'method': {'type': 'MethodDeclaration', 'state': 'None', 'elements': [{'name': None, 'type': 'MethodDeclaration', 'location': None, 'className': None}], 'multiple': True}, 'invocation': {'type': 'MethodInvocation', 'state': 'None', 'elements': [], 'multiple': True}, 'code fragment': {'type': 'CodeFragment', 'state': 'Manual', 'elements': [{'type': 'CodeFragment', 'location': {'path': 'jspwiki-main/src/test/java/org/apache/wiki/workflow/WorkflowManagerTest.java', 'range': {'endLine': 105, 'endColumn': 0, 'startLine': 97, 'startColumn': 2}}, 'className': 'org.apache.wiki.workflow.WorkflowManagerTest', 'methodName': 'testGetApprover'}], 'multiple': True}}}",9f9897dc-3c47-4a7e-ad36-6e0ec0c6b270,test-refactoring,https://github.com/apache/jspwiki/commit/62857b905460a05ccfcfff5287b477b594512198
