commit_id,experiment_id,experiment_title,order_index,type_name,description,parameter_data,snapshot_id,annotator_name,url
6a20bf4a-62a6-4558-b85e-fe8d5f6b5bb8,bf2f3847-4792-4b4e-8edf-7cf124179f64,test-refactoring-2,3,Non-Refactoring,,"{'after': {'added codes': {'type': 'CodeFragment', 'state': 'None', 'elements': [], 'multiple': True}}, 'before': {'removed codes': {'type': 'CodeFragment', 'state': 'None', 'elements': [], 'multiple': True}}}",54708065-dab3-4098-89bd-3fba0d2e2316,test-refactoring,https://github.com/ftsrg/theta/commit/fc1309976273343ab3ce4ec85e6b08f543c4fdd8
291f5912-29f6-43c3-bbba-53f6796931a5,82e38f0d-8e8e-43e2-aa5e-797895b80de2,test-refactoring-1,13,Non-Refactoring,,"{'after': {'added codes': {'type': 'CodeFragment', 'state': 'None', 'elements': [], 'multiple': True}}, 'before': {'removed codes': {'type': 'CodeFragment', 'state': 'None', 'elements': [], 'multiple': True}}}",077494f3-00a2-4ca5-bdf4-af2283dfbcf9,test-refactoring,https://github.com/tronprotocol/java-tron/commit/6db67ef7080552f4d2d8bf22bbc0fecc6ea595c6
1b7862b1-a6f0-4d19-b432-d5e88200f143,82e38f0d-8e8e-43e2-aa5e-797895b80de2,test-refactoring-1,165,Non-Refactoring,,"{'after': {'added codes': {'type': 'CodeFragment', 'state': 'None', 'elements': [], 'multiple': True}}, 'before': {'removed codes': {'type': 'CodeFragment', 'state': 'None', 'elements': [], 'multiple': True}}}",3b44a7a4-74be-47c0-bc5b-db09159e0e75,test-refactoring,https://github.com/mimno/Mallet/commit/e401d6fab91ec7faaea4295fefcd5d8cabf9ab92
0936c9f7-8a05-4cae-8900-95ed9bfb6290,bf2f3847-4792-4b4e-8edf-7cf124179f64,test-refactoring-2,33,Prebuilt Fixture,,"{'after': {'method': {'type': 'MethodDeclaration', 'state': 'None', 'elements': [], 'multiple': True}, 'invocation': {'type': 'MethodInvocation', 'state': 'Manual', 'elements': [{'type': 'MethodInvocation', 'location': {'path': 'aem-authoring-toolkit-plugin/src/test/com/exadel/aem/toolkit/plugin/util/ordering/TestOrdering.java', 'range': {'endLine': 130, 'endColumn': 68, 'startLine': 130, 'startColumn': 9}}, 'className': 'com.exadel.aem.toolkit.plugin.util.ordering.TestOrdering', 'methodName': 'testExampleGraph1'}], 'multiple': True}, 'code fragment': {'type': 'CodeFragment', 'state': 'Manual', 'elements': [{'type': 'CodeFragment', 'location': {'path': 'aem-authoring-toolkit-plugin/src/test/com/exadel/aem/toolkit/plugin/util/ordering/TestOrdering.java', 'range': {'endLine': 41, 'endColumn': 136, 'startLine': 40, 'startColumn': 5}}, 'className': None, 'methodName': None}], 'multiple': True}}, 'before': {'method': {'type': 'MethodDeclaration', 'state': 'None', 'elements': [], 'multiple': True}, 'invocation': {'type': 'MethodInvocation', 'state': 'None', 'elements': [], 'multiple': True}, 'code fragment': {'type': 'CodeFragment', 'state': 'Manual', 'elements': [{'type': 'CodeFragment', 'location': {'path': 'aem-authoring-toolkit-plugin/src/test/com/exadel/aem/toolkit/plugin/util/ordering/TestOrdering.java', 'range': {'endLine': 137, 'endColumn': 29, 'startLine': 125, 'startColumn': 9}}, 'className': 'com.exadel.aem.toolkit.plugin.util.ordering.TestOrdering', 'methodName': 'testExampleGraph1'}], 'multiple': True}}}",1e148c21-c492-4456-9830-61d3b52838c1,test-refactoring,https://github.com/exadel-inc/etoolbox-authoring-kit/commit/932c817f63f454635d991251b83c62d1d7adf681
6434d4ea-7bb0-4c15-bbb8-b0a40a6be964,82e38f0d-8e8e-43e2-aa5e-797895b80de2,test-refactoring-1,69,Non-Refactoring,,"{'after': {'added codes': {'type': 'CodeFragment', 'state': 'None', 'elements': [], 'multiple': True}}, 'before': {'removed codes': {'type': 'CodeFragment', 'state': 'None', 'elements': [], 'multiple': True}}}",da23e745-beb1-42a0-b94f-977f5c2ae95a,test-refactoring,https://github.com/errai/errai/commit/eab61af8bfc2ddfd5757e7a16cacab11fea7be78
4303d550-d5fb-4eba-972a-c1567d898772,bf2f3847-4792-4b4e-8edf-7cf124179f64,test-refactoring-2,24,Non-Refactoring,Configuration changes are the cause of this commit,"{'after': {'added codes': {'type': 'CodeFragment', 'state': 'None', 'elements': [], 'multiple': True}}, 'before': {'removed codes': {'type': 'CodeFragment', 'state': 'None', 'elements': [], 'multiple': True}}}",d5245904-94f7-423d-8d58-dc570a8a04c0,test-refactoring,https://github.com/GraphWalker/graphwalker-project/commit/d50578e3decfe8e9b5d5318e3b5db838e58b7878
d055f699-1800-4c32-969e-782d09c63ad1,82e38f0d-8e8e-43e2-aa5e-797895b80de2,test-refactoring-1,87,Non-Refactoring,,"{'after': {'added codes': {'type': 'CodeFragment', 'state': 'None', 'elements': [], 'multiple': True}}, 'before': {'removed codes': {'type': 'CodeFragment', 'state': 'None', 'elements': [], 'multiple': True}}}",11b50ddd-b185-4169-aea6-c79671ef2fca,test-refactoring,https://github.com/raydac/java-binary-block-parser/commit/3faacb797dd6e99a0e9d6ccf1e72baf45a4abed5
1350f6ca-0a3e-4dbd-a9ed-681a7cb570c9,82e38f0d-8e8e-43e2-aa5e-797895b80de2,test-refactoring-1,97,Non-Refactoring,,"{'after': {'added codes': {'type': 'CodeFragment', 'state': 'None', 'elements': [], 'multiple': True}}, 'before': {'removed codes': {'type': 'CodeFragment', 'state': 'None', 'elements': [], 'multiple': True}}}",7d8140c7-8f48-40b6-a181-4e0d56e09bd4,test-refactoring,https://github.com/b3dgs/lionengine/commit/2f7245c77be2fb7cee0fdbf0b9ac09be1e0fbd49
ca9d3ef9-a2c6-4f03-aab7-7c5b68698269,82e38f0d-8e8e-43e2-aa5e-797895b80de2,test-refactoring-1,57,Non-Refactoring,,"{'after': {'added codes': {'type': 'CodeFragment', 'state': 'None', 'elements': [], 'multiple': True}}, 'before': {'removed codes': {'type': 'CodeFragment', 'state': 'None', 'elements': [], 'multiple': True}}}",5f3baaf4-0220-4149-89f3-1b035b47ff94,test-refactoring,https://github.com/googleapis/google-api-java-client/commit/3861e93427de0674a299e78ac1719e10b59ca88f
9ac5ca73-d8f4-4f68-adc6-1850b86970db,82e38f0d-8e8e-43e2-aa5e-797895b80de2,test-refactoring-1,130,Non-Refactoring,,"{'after': {'added codes': {'type': 'CodeFragment', 'state': 'None', 'elements': [], 'multiple': True}}, 'before': {'removed codes': {'type': 'CodeFragment', 'state': 'None', 'elements': [], 'multiple': True}}}",a1cdcaf0-908d-4198-84af-a716f4f71e8b,test-refactoring,https://github.com/C2SP/wycheproof/commit/ca5fdffb1ab659adbe474ff45b47cad6ed4aec11
e38ea95a-3348-4015-9947-b377c4e534e4,82e38f0d-8e8e-43e2-aa5e-797895b80de2,test-refactoring-1,132,Non-Refactoring,,"{'after': {'added codes': {'type': 'CodeFragment', 'state': 'None', 'elements': [], 'multiple': True}}, 'before': {'removed codes': {'type': 'CodeFragment', 'state': 'None', 'elements': [], 'multiple': True}}}",5ca3209f-b0b0-4217-a446-929acfc45e47,test-refactoring,https://github.com/jenkinsci/subversion-plugin/commit/f3ed97565209b9c5a2ed65a5c0d687e2ac59c698
002dca6d-00ec-4d32-9d5b-1ea98dc8641d,82e38f0d-8e8e-43e2-aa5e-797895b80de2,test-refactoring-1,135,Non-Refactoring,,"{'after': {'added codes': {'type': 'CodeFragment', 'state': 'None', 'elements': [], 'multiple': True}}, 'before': {'removed codes': {'type': 'CodeFragment', 'state': 'None', 'elements': [], 'multiple': True}}}",4aee4995-f62e-4ee2-ae24-aec42963517d,test-refactoring,https://github.com/europeana/corelib/commit/e1c672367345158988dd85c78a8a58ff2ceee20f
c96a4c75-2357-4960-864f-3d5e249413ce,82e38f0d-8e8e-43e2-aa5e-797895b80de2,test-refactoring-1,169,Non-Refactoring,,"{'after': {'added codes': {'type': 'CodeFragment', 'state': 'None', 'elements': [], 'multiple': True}}, 'before': {'removed codes': {'type': 'CodeFragment', 'state': 'None', 'elements': [], 'multiple': True}}}",fdb381dd-54ac-4bad-955a-30502d7a6937,test-refactoring,https://github.com/PixelExperience/frameworks_base/commit/21a1dbc58e9dce3d77f8ce2bd7eabbc72ed146eb
1800fb84-e6ea-40c1-b254-72b6715764f2,bf2f3847-4792-4b4e-8edf-7cf124179f64,test-refactoring-2,173,Non-Refactoring,,"{'after': {'added codes': {'type': 'CodeFragment', 'state': 'None', 'elements': [], 'multiple': True}}, 'before': {'removed codes': {'type': 'CodeFragment', 'state': 'None', 'elements': [], 'multiple': True}}}",71b3928f-9a87-4952-b719-e20a48636326,test-refactoring,https://github.com/zalando/nakadi/commit/054261fe41a10c71cf5757ca307b52aef92ad915
98a89cae-a735-4517-a1ba-79cf935c0964,bf2f3847-4792-4b4e-8edf-7cf124179f64,test-refactoring-2,2,Add explanation message,,"{'after': {'method': {'type': 'MethodDeclaration', 'state': 'None', 'elements': [], 'multiple': True}, 'invocation': {'type': 'MethodInvocation', 'state': 'None', 'elements': [], 'multiple': True}, 'code fragment': {'type': 'CodeFragment', 'state': 'Manual', 'elements': [{'type': 'CodeFragment', 'location': {'path': 'lib/taskana-core-test/src/test/java/acceptance/ArchitectureTest.java', 'range': {'endLine': 560, 'endColumn': 67, 'startLine': 558, 'startColumn': 1}}, 'className': 'acceptance.ArchitectureTest', 'methodName': 'onlyHaveFieldsWithNoModifierAndPrivateConstants'}], 'multiple': True}}, 'before': {'method': {'type': 'MethodDeclaration', 'state': 'None', 'elements': [], 'multiple': True}, 'invocation': {'type': 'MethodInvocation', 'state': 'None', 'elements': [], 'multiple': True}, 'code fragment': {'type': 'CodeFragment', 'state': 'Manual', 'elements': [{'type': 'CodeFragment', 'location': {'path': 'lib/taskana-core-test/src/test/java/acceptance/ArchitectureTest.java', 'range': {'endLine': 560, 'endColumn': 47, 'startLine': 558, 'startColumn': 1}}, 'className': 'acceptance.ArchitectureTest', 'methodName': 'onlyHaveFieldsWithNoModifierAndPrivateConstants'}], 'multiple': True}}}",40949d17-af9c-4119-9d72-427cb387b6a0,test-refactoring,https://github.com/Taskana/taskana/commit/897b469aeb6f9d9dd17e2a2069ce574c10e5e4cb
04609b8a-0996-450f-91d2-7ff21d8ece97,bf2f3847-4792-4b4e-8edf-7cf124179f64,test-refactoring-2,4,Non-Refactoring,,"{'after': {'added codes': {'type': 'CodeFragment', 'state': 'None', 'elements': [], 'multiple': True}}, 'before': {'removed codes': {'type': 'CodeFragment', 'state': 'None', 'elements': [], 'multiple': True}}}",6fc23558-d097-4440-906b-e17bddf23c53,test-refactoring,https://github.com/cloudfoundry/cf-java-client/commit/4f0f4842e13d22c9e6633f269f2775b1663b5be5
e555ba71-2a2f-45e8-ab06-9d69f5ad36da,82e38f0d-8e8e-43e2-aa5e-797895b80de2,test-refactoring-1,1,Non-Refactoring,,"{'after': {'added codes': {'type': 'CodeFragment', 'state': 'Manual', 'elements': [{'type': 'CodeFragment', 'location': {'path': 'qa/abstracts/src/main/java/io/camunda/zeebe/process/test/qa/abstracts/jobs/AbstractTimerTest.java', 'range': {'endLine': 61, 'endColumn': 3, 'startLine': 53, 'startColumn': 1}}, 'className': None, 'methodName': None}, {'type': 'CodeFragment', 'location': {'path': 'qa/abstracts/src/main/java/io/camunda/zeebe/process/test/qa/abstracts/jobs/AbstractTimerTest.java', 'range': {'endLine': 72, 'endColumn': 24, 'startLine': 69, 'startColumn': 1}}, 'className': None, 'methodName': None}, {'type': 'CodeFragment', 'location': {'path': 'qa/abstracts/src/main/java/io/camunda/zeebe/process/test/qa/abstracts/jobs/AbstractTimerTest.java', 'range': {'endLine': 75, 'endColumn': 0, 'startLine': 74, 'startColumn': 1}}, 'className': 'io.camunda.zeebe.process.test.qa.abstracts.jobs.AbstractTimerTest', 'methodName': 'shouldCompareTimersDueDatesCorrectlyForDifferentNowDates'}], 'multiple': True}}, 'before': {'removed codes': {'type': 'CodeFragment', 'state': 'Manual', 'elements': [{'type': 'CodeFragment', 'location': {'path': 'qa/abstracts/src/main/java/io/camunda/zeebe/process/test/qa/abstracts/jobs/AbstractTimerTest.java', 'range': {'endLine': 148, 'endColumn': 0, 'startLine': 56, 'startColumn': 1}}, 'className': None, 'methodName': None}], 'multiple': True}}}",fea873c6-8390-4973-8708-3d5bf712cb4e,test-refactoring,https://github.com/camunda/zeebe-process-test/commit/5abd87ecf972ce569f8498a37e08b697430e6bf4
eee70986-70d8-48ee-a84a-cd5b21213ea9,82e38f0d-8e8e-43e2-aa5e-797895b80de2,test-refactoring-1,17,Split Test Method,,"{'after': {'method': {'type': 'MethodDeclaration', 'state': 'Manual', 'elements': [{'name': 'testIndicators', 'type': 'MethodDeclaration', 'location': {'path': 'service-statistics-unsd/src/test/java/org/oskari/statistics/plugins/unsd/UnsdDataParserTest.java', 'range': {'endLine': 44, 'endColumn': 5, 'startLine': 40, 'startColumn': 5}}, 'className': 'org.oskari.statistics.plugins.unsd.UnsdDataParserTest'}, {'name': 'testIndicatorSource', 'type': 'MethodDeclaration', 'location': {'path': 'service-statistics-unsd/src/test/java/org/oskari/statistics/plugins/unsd/UnsdDataParserTest.java', 'range': {'endLine': 50, 'endColumn': 5, 'startLine': 46, 'startColumn': 5}}, 'className': 'org.oskari.statistics.plugins.unsd.UnsdDataParserTest'}], 'multiple': True}, 'invocation': {'type': 'MethodInvocation', 'state': 'None', 'elements': [], 'multiple': True}, 'code fragment': {'type': 'CodeFragment', 'state': 'None', 'elements': [], 'multiple': True}}, 'before': {'method': {'type': 'MethodDeclaration', 'state': 'None', 'elements': [], 'multiple': True}, 'invocation': {'type': 'MethodInvocation', 'state': 'None', 'elements': [], 'multiple': True}, 'code fragment': {'type': 'CodeFragment', 'state': 'Manual', 'elements': [{'type': 'CodeFragment', 'location': {'path': 'service-statistics-unsd/src/test/java/org/oskari/statistics/plugins/unsd/UnsdDataParserTest.java', 'range': {'endLine': 38, 'endColumn': 5, 'startLine': 28, 'startColumn': 2}}, 'className': None, 'methodName': None}], 'multiple': True}}}",8847aadf-4cff-4f10-9f61-1f7aad3cb707,test-refactoring,https://github.com/oskariorg/oskari-server/commit/116d6b323d4d9010fc212d1d9bd3109c4dc62556
00485fce-687c-4d4d-bc3d-679199ab8079,82e38f0d-8e8e-43e2-aa5e-797895b80de2,test-refactoring-1,31,Non-Refactoring,,"{'after': {'added codes': {'type': 'CodeFragment', 'state': 'None', 'elements': [], 'multiple': True}}, 'before': {'removed codes': {'type': 'CodeFragment', 'state': 'None', 'elements': [], 'multiple': True}}}",d38c975a-87ad-4e4c-b9bb-1e00eb7cb53e,test-refactoring,https://github.com/gresrun/jesque/commit/d20099f1e12041501c27d271040fa53f66855a6b
