URL,Type Name,Description,Annotator Name,File Path,Start Line (Before),End Line (Before),Start Line (After),End Line (After),Index
https://github.com/zebrunner/carina/commit/b9f356ce31bac1c9bddf567429a12170cdbd4be3,Non-Refactoring,Creation methodを使っているが，その中身はコミットにない,Mont9165,,,,,,[82]
https://github.com/reposense/RepoSense/commit/019ab8ba1d3058e05f09d48f41d5ec51a9c40570,Split Test Method,,Yutaro-Kashiwa,src/test/java/reposense/git/GitLogTest.java,90.0,101.0,95.0,104.0,[]
https://github.com/reposense/RepoSense/commit/019ab8ba1d3058e05f09d48f41d5ec51a9c40570,Non-Refactoring,失敗したテストを修正しているだけ,Mont9165,,,,,,[]
https://github.com/sergueik/selenium_cdp/commit/91b4c93aa08f626e3392e2eb43c04d97c7e0b310,Split Test Method,,Yutaro-Kashiwa,src/test/java/com/github/sergueik/selenium/FramesDevToolsTest.java,53.0,91.0,52.0,115.0,[84]
https://github.com/sergueik/selenium_cdp/commit/91b4c93aa08f626e3392e2eb43c04d97c7e0b310,Non-Refactoring,テストメソッド1を追加してるだけ,Mont9165,,,,,,[84]
https://github.com/junit-team/junit4/commit/5976b1d40ef41cecafd9769dd8776a6e6610d0c5,Non-Refactoring,,Yutaro-Kashiwa,,,,,,[85]
https://github.com/junit-team/junit4/commit/5976b1d40ef41cecafd9769dd8776a6e6610d0c5,Non-Refactoring,リファクタリングな気もするが，Delegated Methodか判断がつかない,Mont9165,,,,,,[85]
https://github.com/apache/hertzbeat/commit/f72cfa0dd80063f44d953dc6ab2023fad07dab87,Any Refactoring,NUMBER_OF_THREADSはテストリファクタリングか？,Yutaro-Kashiwa,,,,,,[]
https://github.com/apache/hertzbeat/commit/f72cfa0dd80063f44d953dc6ab2023fad07dab87,Shared Fixture,,Mont9165,,,,16.0,20.0,[]
https://github.com/raydac/java-binary-block-parser/commit/3faacb797dd6e99a0e9d6ccf1e72baf45a4abed5,Non-Refactoring,,Yutaro-Kashiwa,,,,,,[87]
https://github.com/raydac/java-binary-block-parser/commit/3faacb797dd6e99a0e9d6ccf1e72baf45a4abed5,Any Refactoring,アノテーションの位置を変えただけ？,Mont9165,,,,,,[87]
https://github.com/camunda/camunda/commit/8f4daa06b1ed806f9d2e14f0ea286bebd64771a1,Non-Refactoring,,Yutaro-Kashiwa,,,,,,[]
https://github.com/camunda/camunda/commit/8f4daa06b1ed806f9d2e14f0ea286bebd64771a1,Non-Refactoring,ラムダ式の使用と他のメソッドを使用,Mont9165,,,,,,[]
https://github.com/b3dgs/lionengine/commit/649a57eca8fc3e0ca0b86fd6b7c0f2941e8bd234,Inline Setup,AudioFactoryTestとUtilConversionTestにSplitもあるが，データがデカくてChange Divisionできない,Yutaro-Kashiwa,lionengine-core/src/test/java/com/b3dgs/lionengine/ConfigTest.java,61.0,63.0,57.0,63.0,[89]
https://github.com/b3dgs/lionengine/commit/649a57eca8fc3e0ca0b86fd6b7c0f2941e8bd234,Split Test Method,テストメソッドの分割,Mont9165,lionengine-core/src/test/java/com/b3dgs/lionengine/audio/AudioFactoryTest.java,94.0,110.0,92.0,106.0,[89]
https://github.com/AICP/frameworks_base/commit/93702abf6e9a87079e81c46c82d8c3954a426759,Implicit Setup,,Mont9165,packages/Shell/tests/src/com/android/shell/BugreportReceiverTest.java,142.0,143.0,119.0,121.0,[]
https://github.com/AICP/frameworks_base/commit/93702abf6e9a87079e81c46c82d8c3954a426759,Implicit Setup,,Mont9165,packages/Shell/tests/src/com/android/shell/BugreportReceiverTest.java,123.0,125.0,226.0,230.0,[]
https://github.com/AICP/frameworks_base/commit/93702abf6e9a87079e81c46c82d8c3954a426759,Custom Assertion,,Mont9165,packages/Shell/tests/src/com/android/shell/BugreportReceiverTest.java,149.0,150.0,325.0,328.0,[]
https://github.com/AICP/frameworks_base/commit/93702abf6e9a87079e81c46c82d8c3954a426759,Shared Fixture,,Mont9165,,,,95.0,98.0,[]
https://github.com/hyphanet/fred/commit/2e68720627ae6447ba12d712a9e6e4a123e66b95,Test Helper,,Mont9165,,,,114.0,197.0,[102]
https://github.com/hyphanet/fred/commit/2e68720627ae6447ba12d712a9e6e4a123e66b95,Implicit Setup,,Mont9165,,,,45.0,58.0,[102]
https://github.com/camunda/zeebe-process-test/commit/a626ee3f81b2043e54d5967c582e92a39aa340a8,Any Refactoring,EMBEDDED_CLASSESとTESTCONTAINER_CLASSESをCLASSESに統合してる．,Mont9165,,,,,,[91]
https://github.com/camunda/camunda/commit/92eba248021bbeaa7afc16c18e315da5e5d55d00,Any Refactoring,flaky testを避けるためにawaitを入れている，これはリファクタリングではない気がするけど分からない,Mont9165,,,,,,[]
https://github.com/arianne/stendhal/commit/6d30072ed40343b82d3056257171b8aeea755a72,Non-Refactoring,"すでに，user, charがあれば，それを消してから，再度データを作成するようにしている（Inline setup or 普通に処理の変更？）また，assertを追加している",Mont9165,,,,,,[93]
https://github.com/apache/karaf/commit/100420f757c2bd6fe00a8d28c14a1388d665b8fe,Assert Throw,,Mont9165,event/src/test/java/org/apache/karaf/event/command/EventSendCommandTest.java,80.0,82.0,83.0,85.0,[94]
https://github.com/apache/openjpa/commit/5b7c20eacb99d974a48fcb6bc585ef6fd9f671d5,Delegated Setup,Creation Methodを使って，ハードコードを消してる,Mont9165,,,,263.0,265.0,[95]
https://github.com/Yubico/yubikit-android/commit/df6326d29147b485207f305621d1afaf29935f0e,Any Refactoring,@RunWith(Enclosed.class)を使用して，構造的にテストクラスを作成してる（JUnit実践入門にも載ってた）,Mont9165,,,,,,[]
https://github.com/commercetools/commercetools-sync-java/commit/da43fbb95db02ca35e447b9b8782c1ee46a174d0,Non-Refactoring,使用するメソッドを変更？,Mont9165,,,,,,[96]
https://github.com/b3dgs/lionengine/commit/2f7245c77be2fb7cee0fdbf0b9ac09be1e0fbd49,Non-Refactoring,テストメソッド削除してるだけ,Mont9165,,,,,,[97]
https://github.com/commercetools/commercetools-sync-java/commit/3f3cc8cf4212932fbdaf89844efd3b13ef61ea51,Non-Refactoring,Importを変更しただけ，あとassertionを追加してる,Mont9165,,,,,,[98]
https://github.com/jMetal/jMetal/commit/50758e9b1ce75481dbb6f24abde08ec7ec66b346,Assert Throw,,Mont9165,jmetal-core/src/test/java/org/uma/jmetal/operator/selection/BinaryTournamentSelectionTest.java,42.0,44.0,36.0,37.0,[]
https://github.com/kousen/java_latest/commit/a826f54461a97b6859605e8a528f321785ae5ac9,Assert All,Split Test methodもやってる,Mont9165,src/test/java/com/kousenit/dataorientedprogramming/UserServiceTest.java,16.0,19.0,17.0,22.0,[100]
https://github.com/jenkinsci/workflow-durable-task-step-plugin/commit/537e864aae80f3dd49e37f5528f81980013743a1,Delegated Setup,,Mont9165,src/test/java/org/jenkinsci/plugins/workflow/support/steps/ExecutorStepTest.java,700.0,719.0,126.0,145.0,[101]
https://github.com/jenkinsci/workflow-durable-task-step-plugin/commit/537e864aae80f3dd49e37f5528f81980013743a1,Any Refactoring,119行目からのCreate MethodがDelegated Setupに当たる気もするが，コミット前後で処理が異なると感じた,Mont9165,,,,,,[101]
https://github.com/locationtech/jts/commit/78feb6c98c332eb1d1c6da2c584bbc51aae47dc7,Testcase Class,,Mont9165,modules/core/src/test/java/org/locationtech/jts/operation/overlayng/OverlayNGTest.java,33.0,128.0,1.0,133.0,[104]
https://github.com/camunda/camunda/commit/8ca8e32882bd2d456dda926ce2ab6559ded0bd73,Non-Refactoring,テストメソッドを削除，またIgnoreを追加,Mont9165,,,,,,[]
https://github.com/b3dgs/lionengine/commit/15c0bb0215a2b5827855ef29444a3f8185d3811b,Any Refactoring,すべてJUnit4からJUnit5への移行（これをリファクタリングと言ってた，意外とバージョンアップもリファクタリングの一種なのかも,Mont9165,,,,,,[106]
https://github.com/cassandre-tech/cassandre-trading-bot/commit/437cbf06ffd199922eae8c2ed092de93647461d5,Non-Refactoring,sleep timeを60から90に変化させている．,Mont9165,,,,,,[107]
https://github.com/blackducksoftware/detect/commit/327a4dfaba25c514460dc14a2fe33e12ad4649fa,Non-Refactoring,rename,Mont9165,,,,,,[]
https://github.com/Consensys/tessera/commit/de2696e6a8f9656d99399fb45063ff4f95cb63bc,Any Refactoring,TemporaryFolderを使うように変更,Mont9165,,,,,,[]
https://github.com/Consensys/tessera/commit/de2696e6a8f9656d99399fb45063ff4f95cb63bc,Implicit Teardown,,Mont9165,,,,31.0,34.0,[]
https://github.com/Consensys/tessera/commit/de2696e6a8f9656d99399fb45063ff4f95cb63bc,Implicit Setup,,Mont9165,,,,26.0,29.0,[]
https://github.com/Consensys/tessera/commit/de2696e6a8f9656d99399fb45063ff4f95cb63bc,Automated Teardown,,Mont9165,,,,36.0,39.0,[]
https://github.com/FlowCI/flow-core-x/commit/3d87d7fd4dffcd91e3da170689c7577f2e393a81,Delegated Setup,,Mont9165,,,,335.0,346.0,[]
https://github.com/FasterXML/jackson-modules-java8/commit/8c3d032fb564148c39b5fdf1cdd6e314e6af1cb5,Any Refactoring,Custom Asssertionの削除,Mont9165,datetime/src/test/java/com/fasterxml/jackson/datatype/jsr310/deser/LocalDateTimeDeserTest.java,486.0,493.0,,,[]
https://github.com/FasterXML/jackson-modules-java8/commit/8c3d032fb564148c39b5fdf1cdd6e314e6af1cb5,Any Refactoring,Merge Test Method,Mont9165,datetime/src/test/java/com/fasterxml/jackson/datatype/jsr310/deser/LocalDateDeserTest.java,333.0,349.0,357.0,362.0,[]
https://github.com/virtualsatellite/VirtualSatellite4-Core/commit/fa78cb24126fb9d10fc7299210e835c4e2335577,Any Refactoring,,Mont9165,,,,154.0,162.0,[]
https://github.com/NitorCreations/nflow/commit/39a2a85f995c83c658c173898783217be849bf86,Non-Refactoring,ほかは普通のリファクタリング,Mont9165,,,,,,[]
https://github.com/NitorCreations/nflow/commit/39a2a85f995c83c658c173898783217be849bf86,Custom Assertion,,Mont9165,nflow-tests/src/test/java/io/nflow/tests/AbstractNflowTest.java,199.0,201.0,202.0,205.0,[]
https://github.com/thoughtworks/HeartBeat/commit/40de27abf7a31466788e25a2350a88216f687eb7,Non-Refactoring,ただの修正,Mont9165,,,,,,[]
https://github.com/release-engineering/pom-manipulation-ext/commit/a6ea809c30ef967f46ff71b7ab71dab97e4b1475,Non-Refactoring,非推奨になることを明記，またメソッドを分けて，処理を呼び出すメソッドと処理本体のメソッドを分けている,Mont9165,,,,94.0,99.0,[115]
https://github.com/release-engineering/pom-manipulation-ext/commit/a6ea809c30ef967f46ff71b7ab71dab97e4b1475,Test Helper,,Mont9165,,,,174.0,194.0,[115]
https://github.com/C2SP/wycheproof/commit/9c334080213a46b5f59c50b43909c6121e6dcb2d,Non-Refactoring,テストを追加したり，コメントを拡充してる,Mont9165,,,,,,[]
https://github.com/commercetools/commercetools-sync-java/commit/b9ac161df8dce50dcd65f093403013be0463cc3d,Non-Refactoring,TODOされたテストの追加，修飾子の変更,Mont9165,,,,,,[117]
https://github.com/b3dgs/lionengine/commit/713e83096063d7b2c1f6fe2c9ce4469d84839efe,Non-Refactoring,,Mont9165,,,,,,[118]
https://github.com/b3dgs/lionengine/commit/713e83096063d7b2c1f6fe2c9ce4469d84839efe,Any Refactoring,Junit4からJUnit5へのバージョンアップ，また依存性の削除,Mont9165,,,,,,[118]
https://github.com/alexprut/design-patterns-java/commit/2e8833b47eec7ad31f46a55456cccb269528414c,Non-Refactoring,チュートリアルリポジトリなのでスキップ,Mont9165,,,,,,[119]
https://github.com/jcabi/jcabi-email/commit/7e7360f24b828bde1786f6ddd68ef1f48dffb223,Any Refactoring,Mockitoを使わなくなっている,Mont9165,,,,,,[120]
https://github.com/jenkinsci/remoting/commit/ffb771d86a6b593b5dca95940947527c53810c93,Inline Setup,setUpのannotationを外して全部Inline呼び出ししてるのはなんなんだ・・・？Inline Setupでいいのか？,niyaton,,,,101.0,102.0,[273]
https://github.com/jenkinsci/remoting/commit/ffb771d86a6b593b5dca95940947527c53810c93,Any Refactoring,UnShared Fixtureみたいなやつ．,niyaton,src/test/java/hudson/remoting/ClassFilterTest.java,46.0,52.0,61.0,67.0,[273]
https://github.com/ldbc/ldbc_snb_interactive_v1_impls/commit/b673a0e26122dbea1d7f44b22ed78b6d74a3ed00,Split Test Method,一杯あるのでタグづけしないですが一杯分割されている．,niyaton,,,,49.0,50.0,[274]
https://github.com/ldbc/ldbc_snb_interactive_v1_impls/commit/b673a0e26122dbea1d7f44b22ed78b6d74a3ed00,Non-Refactoring,いつもの切れ端なので無視してください．,niyaton,,,,,,[274]
https://github.com/ldbc/ldbc_snb_interactive_v1_impls/commit/b673a0e26122dbea1d7f44b22ed78b6d74a3ed00,Implicit Teardown,元の処理は派生しているクラスで書かれている．,niyaton,,,,29.0,34.0,[274]
https://github.com/ldbc/ldbc_snb_interactive_v1_impls/commit/b673a0e26122dbea1d7f44b22ed78b6d74a3ed00,Implicit Setup,,niyaton,,,,23.0,24.0,[274]
https://github.com/Tencent/TencentKona-11/commit/832d68597ec6af94bc870a22410d1be95eb2bfa5,Non-Refactoring,,niyaton,test/hotspot/jtreg/compiler/codecache/jmx/InitialAndMaxUsageTest.java,2.0,3.0,,,[]
https://github.com/remkop/picocli/commit/47cf9235a60ceddc8e583a4fd25b64aaae0d70ab,Non-Refactoring,,niyaton,,,,,,[199]
https://github.com/FasterXML/jackson-dataformats-text/commit/ea850727af5f84fc2fe706e3ca8d009aeb1f27dc,Shared Fixture,,niyaton,toml/src/test/java/com/fasterxml/jackson/dataformat/toml/TomlBigStringsTest.java,41.0,42.0,69.0,70.0,[]
https://github.com/FasterXML/jackson-dataformats-text/commit/ea850727af5f84fc2fe706e3ca8d009aeb1f27dc,Shared Fixture,,niyaton,csv/src/test/java/com/fasterxml/jackson/dataformat/csv/deser/CSVBigStringsTest.java,32.0,33.0,50.0,51.0,[]
https://github.com/virtualsatellite/VirtualSatellite4-Core/commit/0832ee2b376b0516dcd23de296d4afaa15a42dec,Testcase Superclass,すごく自信がないがAProjectTestCaseがそうな気がする．,niyaton,,,,51.0,52.0,[]
https://github.com/vt-middleware/passay/commit/1efb5b8f571b5a0889892f23a122afac15120115,Any Refactoring,Un Shared Fixture的なのをひたすらやっている・・・,niyaton,,,,,,[268]
https://github.com/PixelExperience/frameworks_base/commit/38f298d4fb8cf0ce8c9885748aad4c79d8bf89b3,Any Refactoring,ライブラリか，別のタイミングで作ったテストUtilityを使ってリファクタリングをしているのは分かるが何かしらのリファクタリングパターンとして分類するのは難しい．,niyaton,,,,,,[]
https://github.com/confluentinc/kafka-connect-storage-cloud/commit/e4745b751e9d0d65f4120e3a5fc2c0e0f97ad6da,Non-Refactoring,無視してください．,niyaton,,,,,,[270]
https://github.com/confluentinc/kafka-connect-storage-cloud/commit/e4745b751e9d0d65f4120e3a5fc2c0e0f97ad6da,Custom Assertion,,niyaton,,,,201.0,202.0,[270]
https://github.com/confluentinc/kafka-connect-storage-cloud/commit/e4745b751e9d0d65f4120e3a5fc2c0e0f97ad6da,Implicit Setup,既にsetupがあるところに処理を持って来るのもimplicit setupとした．,niyaton,kafka-connect-s3/src/test/java/io/confluent/connect/s3/DataWriterAvroTest.java,91.0,94.0,79.0,83.0,[270]
https://github.com/confluentinc/kafka-connect-storage-cloud/commit/e4745b751e9d0d65f4120e3a5fc2c0e0f97ad6da,Creation Method,createRecords（2つ）,niyaton,kafka-connect-s3/src/test/java/io/confluent/connect/s3/DataWriterAvroTest.java,138.0,149.0,255.0,263.0,[270]
https://github.com/AdoptOpenJDK/jitwatch/commit/7788103ee76fde8751ccbe5adc03855c89ef4bdc,Any Refactoring,static化して高速化？,niyaton,,,,,,[]
https://github.com/Baqend/Orestes-Bloomfilter/commit/a855f91f954e46802ca342bcdd57ae2a0b7644a2,Non-Refactoring,テストの挙動が変わっている,niyaton,,,,,,[]
https://github.com/TEAMMATES/teammates/commit/18f1b3459f80eae83fbf15ba0096d4f0836182d4,Any Refactoring,何かに分類できるわけではなさそう．signalFailureToDetectExceptionが同時に作られていないのも問題．,niyaton,,,,,,[]
https://github.com/TEAMMATES/teammates/commit/18f1b3459f80eae83fbf15ba0096d4f0836182d4,Non-Refactoring,何かリファクタリングしてそうだがBaseComponentTestCaseクラスで，このコミットにはないためスキップ,Mont9165,,,,,,[]
https://github.com/prmr/JetUML/commit/5dbebf84e65eacfac0fee980ff742e5365eb5a3d,Any Refactoring,publicをinternalにしてるのはJUnit5からpublicにする必要がなくなったかららしい？,niyaton,,,,,,[]
https://github.com/prmr/JetUML/commit/5dbebf84e65eacfac0fee980ff742e5365eb5a3d,Suite Fixture Setup,BeforeEachからフィールドの宣言時に初期化に変更している．これも初期化回数を1回に減らしているのでSuite Fixture Setupと判断．,niyaton,test/org/jetuml/persistence/TestSerializationContext.java,58.0,64.0,41.0,47.0,[]
https://github.com/prmr/JetUML/commit/5dbebf84e65eacfac0fee980ff742e5365eb5a3d,Any Refactoring,呼び出しのところのリファクタリングな気がする,Mont9165,,,,,,[]
https://github.com/wizzardo/webery/commit/ddb836c34d5ce087d2ab3688fef402dce85ebfbc,Non-Refactoring,ただのExtract MethodとRename (Test) Methodのあわせ技,niyaton,,,,,,[277]
https://github.com/wizzardo/webery/commit/ddb836c34d5ce087d2ab3688fef402dce85ebfbc,Any Refactoring,,Mont9165,,,,,,[277]
https://github.com/nuxeo/nuxeo/commit/4bf86e3fd27450f5c45869e846c12eee0dd1d450,Non-Refactoring,JUnit4対応を複数ファイルにしているだけ,niyaton,,,,,,[278]
